Title,Company,Experience,Salary,Location,Description,Tags,Posting Day,job_link
Hiring For Program Managers - Electrical,Alstom Transportation,15.0,37.0,Bengaluru,Experience or understanding of project and bid management A Project Management certific...,"Engineering Project Management, Program Management, PMO, Engineering Management, Strategic Operations Management, Project Management, Bid Management, Leadership Management",8,https://www.naukri.com/job-listings-hiring-for-program-managers-electrical-alstom-transportation-bengaluru-15-to-22-years-111224017268
Cognizant is Hiring For Performance Testing !!,Cognizant,6.0,6.0,Bengaluru,Experience : 5 to 15 Years. Notice Period : 0 to 90 Days.,"Performance Testing, Load Runner, JMeter, Load, Performance, Software testing, Runner, Hiring",9,https://www.naukri.com/job-listings-cognizant-is-hiring-for-performance-testing-cognizant-bengaluru-6-to-11-years-101224023114
Traction System Engineer,2coms,2.0,4.0,Bengaluru,The System Engineer - Propulsion defines the architecture and full functionality of tra...,"conveyors, python, project management, c, software testing, purchase, system design, rolling stock",9,https://www.naukri.com/job-listings-traction-system-engineer-2coms-bengaluru-2-to-7-years-101224018513
C++ Dveloper / Lead - Immediate Joiner- Bangalore location,Capgemini,4.0,13.0,Bengaluru,"Requirements Excellent programming experience in C, C++ and similar open source softwa...","C++, Telecom, Linux, Data structure, Data, Data structures, Leadership",9,https://www.naukri.com/job-listings-c-dveloper-lead-immediate-joiner-bangalore-location-capgemini-bengaluru-4-to-9-years-101224014024
Java Developer,Impetus Technologies,0.0,5.0,"Indore, New Delhi, Bengaluru","Skills and Qualifications: - Bachelors degree in Computer Science, Engineering, or rela...","Java, OOPS, Spring Boot, SQL, Spring, Boot, Development, Java Development",9,https://www.naukri.com/job-listings-java-developer-impetus-technologies-indore-new-delhi-bengaluru-0-to-1-years-101224012681
Desktop Support Engineer - (0.6 months - 1 year) - US Shift,Trigent Software,,2.0,Bengaluru,Shift: UK / US Rotational shift . Qualification: Graduation,"Communication Skills, Troubleshooting, L1 Support, Desktop Troubleshooting, Laptop Support, Technical Support, IT Support, Laptop",9,https://www.naukri.com/job-listings-desktop-support-engineer-0-6-months-1-year-us-shift-trigent-software-bengaluru-1-to-1-years-101224012463
Service Desk Manager - Bangalore,Trigent Software,1.0,2.0,Bengaluru,We are hiring Technical Support AssociateExperience : 0.6 - 3Qualification : Technical...,"Communication Skills, troubleshoot, Service Desk Management, Service Desk Voice Support, IT service management, Helpdesk Management, problem-solving, incident management tools",9,https://www.naukri.com/job-listings-service-desk-manager-bangalore-trigent-software-bengaluru-1-to-3-years-101224012438
Golang Developer,Trigent Software,7.0,27.0,Bengaluru,"Key Responsibilities: . Lead the design and development of large-scale, distributed sys...",".net, DynamoDB, Go developer, RDS, Aurora, Java, Postgres, Dynamo Db",13,https://www.naukri.com/job-listings-golang-developer-trigent-software-bengaluru-7-to-12-years-061224017225
Kyc Specialist,Genpact,2.0,4.0,Bengaluru,"Education: University graduate / postgraduate. Experience on tools like World Check, RD...","Global Kyc, institutional KYC, End To End Kyc, Client Onboarding, periodic view, KYC, End To End, End",13,https://www.naukri.com/job-listings-kyc-specialist-genpact-bengaluru-2-to-6-years-061224016915
BSP Developer/Specialist - Automotive,Tata Elxsi,3.0,11.0,Bengaluru,Job Description BSP Developer Experience: 3 - 10 years Qualification: BE / B.Tech / MC...,"Infotainment, Automotive, Bootloader, Yocto, Device Driver, Embedded Linux, Board Bringup, Kernel",15,https://www.naukri.com/job-listings-bsp-developer-specialist-automotive-tata-elxsi-bengaluru-3-to-8-years-041224017204
Welding Engineer,"M/s. MPP Technologies Pvt Ltd.,",5.0,7.0,Bangalore Rural,Key Responsibilities:1. Welding Process Development and Optimization2. Welding Equipmen...,"efficiency, implementing, and maintaining welding processes to ensure the quality, and safety of welding operations. The role involves working closely with design, A Welding Engineer is responsible for developing, production, Welding Machine, Welding engineering",15,https://www.naukri.com/job-listings-welding-engineer-m-s-mpp-technologies-pvt-ltd-bangalore-rural-5-to-10-years-041224005892
Customer Delight || Simplilearn,Simplilearn,0.0,3.0,Bengaluru(HSR Layout),"Technical background (BTech, BCA, BSc. Computer Science) with excellent communication a...","Customer Handling, Escalation Management, Communication Skills, Customer Service, Solving Queries, Problem Solving, Customer Complaints, Customer Satisfaction",16,https://www.naukri.com/job-listings-customer-delight-simplilearn-simplilearn-bengaluru-0-to-2-years-031224006655
"AppScan Product _Sr. / Lead DotNet (C#, DotNet Core & Cloud)",HCLTech,10.0,22.0,Remote,Advantage: Experience with Kubernetes (K8S) for container orchestration and management....,"C# DotNet, Azure, DotNet Core, Microservices, AWS, Cloud, .Net Core, C#",15,https://www.naukri.com/job-listings-appscan-product-sr-lead-dotnet-c-dotnet-core-cloud-hcltech-bengaluru-10-to-16-years-261124010369
React developer with .Net - Bangalore,Tech Mahindra,6.0,11.0,Bangalore Rural,General Shift . Exp required 6 to 8 yrs 6 to 8 years of experience is preferredComment...,"Reacts Js, .Net Core, css, html, Core, .Net, Development, Javascript",10,https://www.naukri.com/job-listings-react-developer-with-net-bangalore-tech-mahindra-bangalore-rural-6-to-10-years-181124007347
Cars24 Hiring Freshers | Car Evaluation/Inspection Engineer ll Kochi,Cars24,0.0,2.0,"Kochi, Ernakulam",Urgent Requirement Cars24 is hiring for Evaluation Engineer (Freshers) at Kochi . ( Fi...,"Automobile, car evaluation, Evaluation, Advisory Services, service advisor, Car Service, Technical Evaluation, car inspection",2,https://www.naukri.com/job-listings-cars24-hiring-freshers-car-evaluation-inspection-engineer-ll-kochi-cars24-kochi-ernakulam-0-to-2-years-171224010744
Hiring For BTECH Graduates II 27K II HR Muskan,Ienergizer,0.0,1.0,Noida,ENERGIZER Hiring for Premium Process.To provide a seamless experience addressing custo...,"Customer Satisfaction, blended process, customer support, Chat Process, Domestic Process, bpo, Customer Service, international bpo",2,https://www.naukri.com/job-listings-hiring-for-btech-graduates-ii-27k-ii-hr-muskan-ienergizer-noida-0-to-4-years-171224006430
Service Desk Engineer - US Shift - Freshers & Experienced,Trigent Software,0.0,3.0,Gurugram,Shift: UK / US Rotational shift . Qualification: Graduation,"Communication Skills, LAN Configuration, Desktop Support, Networking, Technical Skills, Troubleshooting, Service desk, Desk",2,https://www.naukri.com/job-listings-service-desk-engineer-us-shift-freshers-experienced-trigent-software-gurugram-0-to-1-years-171224006151
Red Hat Linux Administrator - Bangalore - Immediate Joiner,Capgemini,5.0,10.0,Bengaluru,Experience in Linux system administration and virtualization technologies; proficiency ...,"Redhat Linux, Scripting, Kubernetes, RED Hat OS Administration, Linux, Linux administration, Hat, RED",15,https://www.naukri.com/job-listings-red-hat-linux-administrator-bangalore-immediate-joiner-capgemini-bengaluru-5-to-10-years-041224008813
ASIC Design Verification Lead,Einfochips,8.0,11.0,"Hyderabad/Secunderabad, Ahmedabad, Bangalore/Bengaluru",Minimum 6 years in System Verilog HVL and experience leading teams of 5-10 engineers|Ar...,"ASIC, SoC, ASIC Design Verification Lead, System Verilog, UVM, OVM, VMM, ASIC Design",15,https://www.naukri.com/job-listings-asic-design-verification-lead-einfochips-hyderabad-secunderabad-ahmedabad-bangalore-bengaluru-8-to-13-years-030623905905
Software Development Manager,Oracle,12.0,32.0,"Hyderabad/Secunderabad, Bangalore/Bengaluru",Experience with test driven development and unit testing and functional automation usin...,"Java, Javascript, J2Ee, Management, Microservices, Rest Api Design, Design, Software",16,https://www.naukri.com/job-listings-software-development-manager-oracle-hyderabad-secunderabad-bangalore-bengaluru-12-to-18-years-301023005951
Front End Developer,Crisil,7.0,28.0,"Pune, Bengaluru, Mumbai (All Areas)",Bachelors / Masters Degree in Computer SciencePreferred candidate profile . 7+ years of...,"Angularjs, CSS, Frontend Development, UI Development, Javascript, Vue.Js, HTML5, Aiml",8,https://www.naukri.com/job-listings-front-end-developer-crisil-pune-bengaluru-mumbai-all-areas-7-to-12-years-111224004163
Relationship Manager II Mentor- Customer Success,Toppr,1.0,5.0,"Indore, Hyderabad/Secunderabad, Bangalore/Bengaluru",1.To prospect and retain clients. 2.To achieve budgeted targets in terms of number of c...,"Educational Sales, relationship management, Relationship Manager, client servicing, client relationship, after sales manager, business development, institutional sales",30,https://www.naukri.com/job-listings-relationship-manager-ii-mentor-customer-success-toppr-technologies-pvt-ltd-indore-hyderabad-secunderabad-bangalore-bengaluru-1-to-5-years-111218600656
Technical Lead - Java Microservices AWS,Citiustech,5.0,17.0,"Pune, Chennai, Mumbai (All Areas)","Role & responsibilities Developing and consuming APIs, including REST, SOAPHandling dat...","Java Fullstack, AWS, Microservices, ECS, ECR, Cloud watch, Lamda, Spring Boot",16,https://www.naukri.com/job-listings-technical-lead-java-microservices-aws-citiustech-pune-chennai-mumbai-all-areas-5-to-8-years-031224016567
Planning Manager,Sterling & Wilson,10.0,12.0,"Mumbai, Pune","Bachelors degree in engineering, Construction Management, or a related fieldMasters deg...","Project Planning, Project Control, Project Scheduling, Scheduling, Management, Planning Management, Planning, Project",27,https://www.naukri.com/job-listings-planning-manager-sterling-wilson-mumbai-pune-10-to-20-years-221124015783
Civil Site Engineer/Supervisor,Disha Consultant,0.0,2.0,"Pune, Solapur, Mumbai (All Areas)",Diploma or BTech / BE degree in Civil from a recognized institution. . Strong understan...,"Civil Engineering, Site Planning, Construction Management, Site Supervision, Site Execution, Civil Supervision, Labour Control, Civil diploma",28,https://www.naukri.com/job-listings-civil-site-engineer-supervisor-disha-consultant-pune-solapur-mumbai-all-areas-0-to-5-years-211124021077
Urgent opening For HVAC Engineer (Off role),Blue Star,3.0,4.0,"Pune, Mumbai (All Areas)",Responsibilities: . Good knowledge for Executing the HVAC Package with Plant room inclu...,"Hvac Project Engineer, Air Conditioning, Chillers, HVAC Engineering, Engineering, Chiller, Project, HVAC",17,https://www.naukri.com/job-listings-urgent-opening-for-hvac-engineer-off-role-blue-star-pune-mumbai-all-areas-3-to-6-years-011224002571
Unix Developer,Tech Mahindra,6.0,15.0,"Hyderabad, Pune, Bengaluru",Job Title: Unix Batch Developer. We need good Unix Batch developer profilesRequirement...,"Unix Development, Javascript, Unix Shell Scripting, Batch Job Processing, Batch, Process, Unix scripting, Processing",7,https://www.naukri.com/job-listings-unix-developer-tech-mahindra-hyderabad-pune-bengaluru-6-to-10-years-121224008938
Iot Developer,Infogain,4.0,14.0,"Noida, Pune, Bengaluru","AWS Cloud Engineer with Python expertise and strong problem-solving skills|Design, deve...","AWS, Api Gateway, Cloud Formation Aws, Dynamo Db, Iaac, Lamda, IOT, Db",16,https://www.naukri.com/job-listings-iot-developer-infogain-noida-pune-bengaluru-4-to-7-years-031224007611
".Net Angular MQ Kafka - Chennai, Hyderabad and Pune",Tech Mahindra,5.0,9.0,"Pune, Chennai, Bengaluru",Title : Sr. Software Engineer Skill: .Net Angular MQ KafkaExperience: 5 to 7 yrsNP : I...,"Message Queue, Kafka, .net, Angular, MQ, Queue",3,https://www.naukri.com/job-listings-net-angular-mq-kafka-chennai-hyderabad-and-pune-tech-mahindra-pune-chennai-bengaluru-5-to-7-years-161224009112
Dot Net Developer,Capgemini,6.0,13.0,"Pune, Chennai, Bengaluru",Good communication,"Net Development, .Net, MVC, Azure Devops, Ms Sql Database, SQL, Devops, DoT",6,https://www.naukri.com/job-listings-dot-net-developer-capgemini-pune-chennai-bengaluru-6-to-11-years-131224018635
Marketing and Servicing Engineer,CTR Manufacturing Industries,3.0,6.0,"Pune, Bengaluru",Persons with asset maintenance marketing background and multilingual will be preferredM...,"After Sales and Servicing, Substation Automation, Power Transformer, Crompton, Switchgear, Taril, Siemens PLC, Kirloskar Electric",6,https://www.naukri.com/job-listings-marketing-and-servicing-engineer-ctr-manufacturing-industries-pune-bengaluru-3-to-5-years-131224018149
Golang Developer,Infosys,3.0,5.0,"Bhubaneswar, Pune, Bengaluru",Preferred candidate profile,"Golang, Go Framework, Gin, Development, Framework",7,https://www.naukri.com/job-listings-golang-developer-infosys-bhubaneswar-pune-bengaluru-3-to-8-years-041024015521
Process Engineer,Cargill,6.0,7.0,Pune(Kurkumbh),Bachelor's degree in engineering or related field; strong data analysis and project man...,"Production Process, Edible Oil, Production Operations, Production Operation, Oil, Production, Process engineering, Operations",7,https://www.naukri.com/job-listings-process-engineer-cargill-pune-6-to-8-years-220724909685
Java Developer,Infosys,3.0,5.0,"Hyderabad, Bengaluru, Mumbai (All Areas)","Applications, Bachelor Of Computer Science, Bachelor of CompApplications, Bachelor Of T...","Java, Hibernate, Spring Boot, Spring, Java Development, Boot, Development",14,https://www.naukri.com/job-listings-java-developer-infosys-hyderabad-bengaluru-mumbai-all-areas-3-to-8-years-281124009253
Project Manager-Renovation,PVR Cinemas,7.0,11.0,"Mumbai, Bengaluru, Delhi / NCR",Job Purpose:Responsible for overseeing different types of renovation projects. Will lea...,"Renovation, Project Execution, Construction Management, Construction, Project, Execution, Management",8,https://www.naukri.com/job-listings-project-manager-renovation-pvr-cinemas-mumbai-bengaluru-delhi-ncr-7-to-10-years-111224017296
Siem Engineer || Content Development,KPMG Assurance and Consulting Services LLP,3.0,12.0,"Gurugram, Bengaluru, Mumbai (All Areas)",About KPMG in IndiaKPMG entities in India are professional services firm(s). These Ind...,"Azure Sentinel, Incident Response, Log Analysis, Use Cases, Content Development, SOC, KQL, Custom detection",9,https://www.naukri.com/job-listings-siem-engineer-content-development-kpmg-assurance-and-consulting-services-llp-gurugram-bengaluru-mumbai-all-areas-3-to-8-years-091224018265
Facility Executive,Zomato,2.0,40.0,"Ahmedabad, Bengaluru, Mumbai (All Areas)",Strong coordination skill required for vendor management,"Housekeeping, HVAC, Repair And Maintenance, Technical Services, Fire Fighting, Servicing, Technical, Fighting",12,https://www.naukri.com/job-listings-facility-executive-zomato-ahmedabad-bengaluru-mumbai-all-areas-2-to-5-years-071224009046
Java Lead- Chennai/7+Yrs,Tech Mahindra,8.0,20.0,"Mumbai, Chennai","Dear Candidate, We are having Openings for Java Lead @ Tech Mahindra who can join us I...","Java, Lead, J2Ee, SpringBoot, banking, SQL, Leadership, Spring Boot",9,https://www.naukri.com/job-listings-java-lead-chennai-7-yrs-tech-mahindra-mumbai-chennai-8-to-13-years-101224022839
